entity_name,text_emb
2019年9月,"-0.05215991,-0.02374935,0.00562275,0.11802007,0.07319144,0.04786709,0.10585522,0.07070606,-0.07791732,-0.09068443,0.03396631,-0.04175530,0.09315319,-0.03548865,0.05444234,-0.00197254,-0.05189445,-0.02602307,-0.08627982,-0.03202721,-0.04086589,0.08261313,-0.11577600,0.07744476,0.07561708,0.00038904,0.04500073,-0.02650422,0.08552548,0.03754311,0.03378453,-0.07341099,-0.09271094,0.11162850,-0.07255773,-0.01311409,0.02542450,-0.13110469,-0.03168907,0.02840912,0.07510999,0.10528001,-0.09312896,-0.05152326,-0.08523517,0.14253664,0.14700617,0.08407018,-0.19474065,0.01182478,-0.05651473,0.37020341,-0.01483931,0.09589770,-0.02868878,0.04966339,0.04305760,0.03314937,0.03754454,0.16037872,0.07515527,-0.07070594,-0.04783835,-0.00638131,-0.02894839,-0.04572908,-0.04366781,-0.18472083,-0.05588474,-0.08555755,0.03399524,0.17203411,0.17577055,0.11797021,0.02558701,-0.01348546,0.02835671,0.00405214,-0.00597646,-0.17670473,-0.12703022,0.05556517,0.05883216,0.03939888,-0.05833459,0.09352731,-0.19228150,-0.12418505,0.09168123,0.00237342,-0.03174299,0.09155995,-0.11335640,0.09358018,-0.00928515,0.05042632,0.00569158,0.04425155,0.01521118,0.03153088,0.00732721,0.13250601,-0.05574500,-0.12357853,-0.02624389,0.06036383,0.00114751,-0.02890420,0.07432555,0.12655784,-0.12520400,0.06458779,0.11595619,0.12577954,-0.06300660,0.03745664,0.01798042,-0.04127541,0.00879681,-0.03889196,0.07158430,0.03113752,-0.02057172,0.01242029,0.06347644,-0.26297408,0.03876713,-0.08221256"
武汉地铁集团有限公司,"-0.00854899,0.04945497,0.04971797,0.08963016,0.07223915,-0.03783206,0.12141492,0.06598177,0.01301726,0.01552180,-0.04876766,0.05048425,-0.02299552,-0.04962249,0.09795818,-0.06766722,0.01534593,0.06723747,0.01395346,-0.06571966,-0.14925416,0.01409740,-0.06369799,0.09044746,-0.02848224,0.03087407,-0.01749125,-0.01355031,-0.03782009,0.02577112,0.03370294,-0.11369604,-0.18687114,0.08408630,-0.04764039,0.06646804,0.03650412,-0.04341519,0.15310977,0.01637624,-0.07119043,0.07206770,-0.20517725,0.03288207,-0.21875800,0.04055299,0.04534714,0.07629640,-0.10541372,0.02028130,0.00919967,0.39144996,-0.00304472,0.05625241,-0.09710154,0.10806703,0.09231422,-0.00012292,0.00810050,-0.01136948,-0.02097877,0.01650309,0.11413468,-0.01980259,-0.01529733,-0.06644338,-0.09100045,-0.03413546,-0.09315543,-0.04424278,0.16546334,0.03131811,-0.01842512,0.04945545,0.03475244,-0.08357084,0.08669095,0.12889522,-0.03538009,0.01604240,0.02388134,-0.13921270,0.08766029,-0.09938204,-0.07304318,-0.06663019,0.14420488,-0.14258607,0.05955156,-0.03809709,0.01735661,0.09211174,-0.01028127,-0.06492951,0.03472431,0.04236990,0.03036932,-0.23899135,-0.02009448,0.00084484,-0.05750162,-0.01481158,-0.03394438,0.01996227,0.10714146,0.03784432,-0.10447344,-0.00942570,0.06357334,0.11767101,-0.14888534,0.07587353,0.14391616,0.04839696,0.02457928,-0.05520969,-0.04730109,0.04596893,-0.00318170,0.13178051,0.11824878,0.06407559,0.15455194,-0.12117328,0.17710517,-0.07002705,-0.04489632,0.04572387"
无锡地铁3号线吴桥~盛岸1号联络通道,"0.03111101,-0.06502660,0.00023781,-0.05765525,0.03200750,-0.01214769,0.03903515,0.04567444,-0.03246137,0.09793042,-0.01851415,0.05230139,-0.00792402,0.06273299,0.03634460,0.06728763,0.02582856,0.03198610,0.00783167,-0.01879313,0.03203066,0.02791622,-0.10433107,0.04828409,-0.09286481,0.04905736,-0.05634358,0.07094717,-0.03204806,0.06928820,-0.05752743,-0.02228555,-0.09945349,0.09355988,-0.02946026,0.05070163,-0.01561067,-0.04218419,0.01836420,0.09995158,-0.07089518,0.08143290,-0.06095022,-0.02064587,-0.16784978,0.05495223,-0.05733086,0.02853732,-0.06396127,-0.02207803,0.03591226,0.69335920,-0.05689371,0.05025094,-0.09659401,-0.00988267,0.04872818,-0.01736300,-0.02989808,-0.01686452,0.03533845,-0.07973689,0.04010534,-0.13589752,0.04336024,-0.06357349,-0.06313818,-0.08393068,-0.09746378,-0.05575442,0.04589088,-0.00317148,-0.11377556,0.01817593,0.01124312,-0.01133371,-0.03967400,-0.05877780,0.02672892,-0.01999667,-0.01311488,-0.09911661,0.04705480,-0.10309266,-0.01953770,-0.00630601,0.01290858,-0.09874351,0.00420510,-0.10409711,-0.03254585,0.02398369,-0.09885157,0.10086793,-0.00088994,0.00776083,0.04756264,-0.01423660,-0.06340566,0.07930139,0.03499761,-0.12659699,-0.15466148,-0.08726606,-0.02708201,0.04528804,-0.01094847,0.05508223,0.00859893,0.12802064,0.00113302,0.00079265,0.11050719,0.06868534,0.02544209,0.03283357,-0.07834134,0.14948784,0.09552093,0.11400807,0.05062646,0.05474784,0.03007233,-0.07986145,-0.10403916,-0.03591063,-0.05216650,0.01830508"
21.11,"-0.17147480,-0.03771786,-0.02531325,-0.03707622,0.00604038,-0.00512172,0.08231595,-0.02673834,0.02011442,0.00677806,0.00481404,0.07126530,0.02927794,-0.01296668,-0.00561046,-0.10709481,0.02460639,-0.04645486,-0.15345603,-0.03663901,0.06870619,0.10504343,-0.02675919,0.03899674,-0.05147394,-0.03235725,-0.05679643,-0.03270063,-0.02886581,0.02597631,0.05696225,-0.03152519,-0.00794474,0.00797339,-0.04934542,0.13851574,0.02008352,-0.02246267,-0.01073927,0.00403909,-0.08003920,0.01633580,-0.24465844,0.01551748,0.00294120,0.02701912,0.13598111,0.07172199,-0.19173367,0.12996531,-0.03233649,0.55114865,0.01975069,0.10071784,-0.04423592,-0.00333387,0.01395290,0.04661857,0.00700159,0.16880125,-0.03254818,-0.03669263,-0.03856289,-0.11295664,-0.00653216,-0.02990596,0.08408397,0.07021754,0.00927732,-0.05859970,-0.05926023,0.07978424,0.08913320,0.01194520,-0.03549302,0.10720918,0.04583779,0.09117947,-0.00430667,-0.19609967,-0.08978340,0.02510858,-0.09961165,-0.03760618,-0.05799171,0.02103154,0.11221911,-0.07859942,-0.02278200,-0.03535930,0.03910110,-0.04907676,-0.06516035,0.08926512,0.01811196,-0.00728138,0.03351921,0.05400297,-0.16060798,0.10669269,-0.02525808,-0.04740652,0.03987442,0.00229116,-0.01433057,0.03326240,-0.12521158,-0.10019889,0.03289681,0.11704128,-0.03340388,-0.05443284,-0.01528915,0.19099540,0.05786126,-0.02966342,0.10425693,0.15303397,0.05183337,-0.02162221,0.12089603,-0.01218631,0.06238987,0.01466591,-0.01388821,-0.05964187,0.00497825,-0.00953604"
上海轨道交通15号线上海南站站北端下行线盾构始发洞门冻结加固工程,"-0.01424254,-0.02691932,0.01463476,0.00500259,0.07806289,-0.08311401,-0.07678720,-0.02904138,0.07219739,-0.04478414,0.07457957,0.05968062,0.03114234,-0.00006448,-0.00787616,0.02366850,0.01982666,0.04566779,0.01564661,0.04970855,-0.01770164,0.06262070,-0.04078506,0.10845491,-0.05067707,-0.04735797,-0.08538549,-0.01065316,-0.07335100,0.12425997,-0.00711191,-0.02257849,-0.16222849,0.03942609,-0.08918996,0.00278744,-0.04628441,-0.07708194,0.02836625,-0.01299745,-0.09409668,-0.01116389,-0.11647739,-0.07031298,-0.04750245,0.00835668,0.05746963,0.04245005,-0.08702067,0.20381920,-0.02048744,0.68941122,-0.03196542,0.04430396,-0.00196009,0.09808452,-0.05653527,-0.01845430,0.01084747,0.08985333,0.01515793,0.00024630,-0.02539931,-0.06684253,-0.05845279,0.03794036,-0.01876670,-0.00305790,-0.10814392,0.06044039,0.05206882,0.01834999,0.00077275,-0.09045089,-0.08636692,-0.04845151,0.13213332,0.07088449,-0.05781258,0.00292591,0.06207443,-0.02492069,0.13360393,-0.03303394,0.02912656,-0.07430822,-0.06938887,-0.10741571,-0.06191091,-0.00638391,-0.10909717,0.01501157,-0.07013091,-0.07729019,0.00005125,0.05429764,0.15384777,-0.10667919,-0.02858641,0.13284175,0.04272718,-0.03130944,-0.16566743,-0.02413945,0.04902475,0.02138851,-0.02276725,-0.04528103,0.03984941,-0.05472535,-0.00223399,0.03749021,0.06312384,-0.04456076,-0.01079728,-0.03711526,0.05575570,0.03577589,0.01831566,0.01698028,0.06505316,0.02182639,0.06965426,0.02961317,-0.02376123,-0.00670406,-0.05633819,0.06711932"
11个月,"-0.06684626,-0.19901070,-0.03141979,0.05359562,-0.08131548,-0.07908607,0.00089223,0.03771640,0.03394955,0.02343429,0.03371743,0.05360784,0.13497590,-0.08591337,-0.01980440,0.02856326,0.01912228,0.08172116,0.05572721,0.02686132,0.06047689,-0.03731862,-0.13035835,0.01735295,0.07978971,-0.06128295,-0.02476810,-0.12587379,0.00828367,0.08372430,0.06337765,0.02082050,-0.04775176,-0.01021972,-0.02054576,-0.08625387,-0.01400529,-0.05539609,-0.06515548,0.05180348,-0.01384655,-0.04093163,-0.14639080,-0.08641489,-0.03357776,-0.06692625,0.07025130,0.02924126,-0.11356536,0.14217585,-0.11366908,0.52612501,0.08324577,0.00164677,0.02009215,0.13599275,0.06731861,0.07180259,0.03471849,0.16426654,0.17914769,-0.05917073,-0.03916431,-0.02047694,-0.06352639,0.02653159,0.03903390,-0.01073955,-0.03133930,0.02727106,-0.03894188,0.00035741,0.05903108,0.00580223,0.05316707,0.01178219,0.01153309,0.12386197,-0.03543258,-0.02229197,0.01101686,0.05863690,-0.04304989,-0.07839894,-0.13747418,0.00467457,-0.08901983,-0.05324537,0.01494930,-0.09383319,0.02727462,0.07850613,-0.10828761,-0.06910427,-0.00187090,-0.05163694,0.12979357,0.02347554,-0.06910252,0.10179882,-0.13426211,-0.14899813,-0.00978761,-0.09970319,-0.03289099,0.03458161,-0.04285068,0.04490496,-0.07637124,-0.00967045,0.01155296,-0.04298582,0.09294625,-0.01993195,0.19089228,0.05996321,0.13505504,0.04212065,0.06937711,0.11045416,0.14142375,0.03112909,0.14073394,-0.08089746,-0.05248284,-0.03505073,-0.04334693,0.03794699"
广州,"0.11654378,0.04992203,0.17285508,-0.07372610,0.00288730,-0.05856609,0.13138314,0.02594734,-0.10925739,0.03359966,0.02577629,-0.07218008,0.07204194,0.00908761,0.03135795,-0.06261546,0.02704481,0.04839098,-0.03635313,0.00791622,-0.07002602,-0.02246929,-0.05265883,-0.03863303,-0.22455044,-0.08268086,-0.10955025,-0.02906862,-0.05664549,-0.01333686,0.15792605,-0.05978607,-0.00277627,0.14915597,-0.05806900,0.04188829,0.03569185,-0.06554843,0.04252554,-0.08442559,-0.03880236,0.13699757,-0.21220572,-0.04026703,-0.00816714,0.05311844,0.03998716,-0.07233782,-0.09618779,0.06901696,-0.05868216,0.41265911,0.13756230,0.01047059,-0.01535134,0.09021933,0.11007964,0.01891153,0.06627913,0.00828317,0.01361712,-0.15120360,0.04750181,-0.09540057,-0.09560864,0.03490566,-0.00468828,-0.02794597,-0.16840637,-0.09518097,0.03452979,0.01014529,-0.02660404,-0.02373626,-0.03508808,-0.00074333,0.07148118,0.00114869,-0.01760278,-0.12100171,-0.03305802,-0.16209152,-0.03165825,0.04671398,0.06937538,-0.01768936,0.07076507,-0.10216172,0.15732229,0.00749284,-0.08531060,-0.01749037,-0.03357092,-0.01309427,-0.04230311,-0.01233351,0.02148866,-0.14168082,-0.07526466,0.09102316,-0.10466950,0.03354785,0.07455673,0.01334406,0.07334960,-0.01680635,-0.12219126,-0.00390362,-0.06667061,-0.01869594,-0.08195202,0.07525440,0.05040286,0.07495554,0.03579818,0.09686010,-0.13865337,-0.05880394,0.07653485,0.06377038,0.11690389,0.11956038,-0.06343830,-0.02298427,0.02465335,0.00141659,-0.20693889,-0.14245541"
-19.975,"0.00925615,0.05840447,0.14114027,-0.03280672,0.12252963,-0.04189780,0.21503671,0.06989250,-0.04418720,0.02392485,-0.01009391,0.07857709,0.03820506,-0.08710011,-0.01608911,0.00121918,0.08788828,-0.05527069,-0.07288444,-0.07806028,0.02495063,-0.02222643,0.01070903,0.04376337,-0.07425145,0.00476690,0.02594361,0.04542206,0.06879470,0.03338821,0.12038454,0.06370847,-0.04553124,0.01790113,-0.08291902,0.08222053,0.02778637,-0.11599793,0.03534012,-0.00631517,0.01055995,0.08010493,-0.23915857,-0.02865118,-0.16749537,-0.01303852,0.02097278,0.12884127,-0.18745537,0.04111505,0.02420470,0.55494392,-0.07577342,0.03989095,0.00417389,-0.07118603,0.01050758,0.10296875,0.01331167,0.07572697,-0.02599833,-0.11151630,-0.01449809,-0.00403358,-0.02038980,0.02816159,-0.08457866,-0.00786160,0.04442678,-0.00517199,0.02168349,0.10866395,0.08217281,0.02566156,0.01749461,-0.01617637,0.02611596,0.02747332,0.11099696,-0.13298269,-0.04926589,0.05007693,-0.04705941,-0.02485833,-0.04031227,0.09450207,0.13279501,-0.11231980,0.00893883,-0.04655607,0.05074449,0.04539234,-0.16681296,0.13554031,-0.03389632,-0.03404223,0.05355738,0.13311447,-0.11123072,0.10692761,-0.03313501,-0.04006399,0.00388631,-0.01744446,0.05396304,0.03702855,-0.09978345,-0.09060805,0.05132744,0.09247667,-0.06503206,0.03954470,0.03152721,0.07586072,-0.02028506,-0.01163703,-0.09263665,0.05207045,0.10103532,0.00756449,0.06153285,-0.00151595,-0.11226224,-0.03490603,-0.03656824,-0.01749611,-0.00520535,-0.03636139"
2013年4月至2013年8月,"-0.01191580,-0.09592868,-0.02968765,0.03429733,0.00587791,-0.04679078,0.08491828,0.19114427,0.06568906,0.04945756,-0.04712107,-0.01897413,0.03609721,-0.20471790,-0.02323139,0.08622625,0.02721573,0.05151375,-0.01522325,-0.08584193,-0.04156761,0.03695549,-0.15618987,0.07270627,-0.00511396,-0.03807262,0.01940173,-0.06010933,-0.01978819,0.04844063,0.12883052,-0.06687822,-0.10738127,0.10511409,0.00835560,0.02596763,0.12344632,0.04370462,0.02818263,0.11416411,0.09864102,0.12137282,0.13603091,-0.01159441,-0.08001164,0.05050831,0.01207706,-0.01151345,-0.05688259,0.06918888,-0.09474582,0.39745402,0.02990948,0.02453475,-0.04079025,0.08805861,0.02485431,-0.01128961,0.02289203,0.03728803,0.04163184,-0.11973056,0.01957722,0.09514777,0.09077165,0.00996341,-0.06151941,-0.05761530,0.03017559,-0.09857675,0.05752176,0.10125469,0.08106870,-0.05640422,0.11694534,-0.13707663,0.08078757,-0.01753515,0.04254375,-0.07856621,0.04803606,-0.01129160,0.04446765,-0.02340336,-0.17152138,0.03764856,0.00586955,-0.08695859,0.05690880,-0.06559350,-0.08528415,0.10493896,-0.16843778,-0.09214886,-0.08871142,0.09708175,0.14207874,-0.01186022,0.03968431,0.04873167,-0.13123414,-0.14505525,0.13678178,-0.04162757,0.09486758,-0.10031831,0.14234850,0.18115559,0.00046766,0.08188514,0.02007623,-0.04255829,0.09402937,0.05476403,0.07343198,0.05140424,0.10863607,-0.02088873,0.15058203,0.00022392,-0.07799894,0.04467461,0.05437855,-0.06155334,-0.12971599,-0.13219193,0.01280399,0.01426798"
2005年12月-2006年2月,"-0.10680571,0.01711827,0.21332453,0.15133023,0.01146865,-0.12981492,0.05433591,0.04649964,0.13738868,0.07763184,0.07728280,0.03105504,0.00778638,-0.06039173,-0.04436640,-0.03684685,0.09801866,0.04535447,-0.07666479,-0.08049987,0.07193203,0.05095076,-0.02211993,0.04382418,0.04066730,-0.06548572,-0.06348502,-0.12000529,-0.05844046,0.03223044,-0.02647591,-0.03321896,-0.00158563,0.16512485,-0.00074467,0.00596708,0.04730168,0.01961488,-0.02163538,0.06359299,0.03666485,0.13744532,-0.01268248,-0.16315895,-0.13313168,0.15531676,-0.06459281,0.00566005,-0.01713125,0.13086087,-0.14072764,0.39613855,0.02312911,-0.02695554,-0.08307845,-0.06471550,-0.02653349,0.06959136,0.04193509,0.10025647,-0.00768981,-0.06759606,-0.08463831,-0.10263959,-0.00443404,-0.06677750,0.07154950,0.01176063,0.09271923,0.00844757,0.12560593,0.05631961,0.01702730,-0.01333618,0.16010197,0.03152774,-0.00732284,-0.05153163,-0.00699115,-0.05447989,0.01314920,0.05001413,-0.10785792,-0.08316506,-0.09668290,-0.02800474,0.00231562,-0.11480812,0.02120319,-0.02324018,-0.00909757,0.03386164,-0.04806606,-0.02525893,0.10014099,-0.00144895,0.09681723,0.18075541,-0.05550028,0.04698250,-0.07470159,-0.19740750,0.02027054,-0.06170061,0.05889051,0.06028307,0.01241288,0.19424345,0.02517095,0.04773444,0.01052650,-0.03202231,0.11980245,0.04392614,0.03777514,0.01053400,0.10309376,0.08591814,0.14572641,-0.07427226,0.07770355,0.23256844,0.09085918,-0.02981602,0.02483235,-0.00028625,0.11080548,0.02439597"
中铁十一局集团城市轨道工程有限公司,"-0.03472268,0.01009721,0.05313142,-0.00123171,0.03206340,-0.07547040,0.11581653,0.08609803,-0.05178394,-0.02976152,0.01370306,0.10003269,0.01740305,-0.02395077,0.16153510,-0.08791292,0.06315129,-0.03506369,-0.07769371,-0.06138959,0.03091812,0.03281517,-0.15470314,0.05486312,0.01050023,0.14065441,0.06266167,-0.00794117,-0.01891065,-0.00195077,0.02216483,-0.00875886,-0.10504451,0.10398550,-0.07824493,-0.02502911,0.02217800,-0.00567406,0.18794815,-0.00870521,-0.03681501,0.03894664,-0.17130235,0.03674243,-0.09509555,0.07681733,-0.02069186,0.07102077,-0.09736397,0.05542903,0.00181827,0.51981771,0.03822566,0.00758990,-0.03954115,0.15887848,0.04044537,0.00213628,-0.01452678,0.12437520,0.04223067,0.02841899,0.04132953,-0.05042109,0.07920212,-0.07074886,-0.01618707,-0.04373476,-0.08565275,-0.01076579,-0.04724161,0.02245005,-0.07162900,0.13064040,0.03775642,-0.06439190,0.10648029,0.14163597,-0.07616836,-0.03173491,0.07272828,-0.15153894,0.08518958,-0.13813363,-0.01503167,-0.21892938,0.11015810,-0.06760816,0.09119596,-0.04827883,-0.00730778,0.02539598,0.01395969,-0.05761404,-0.00531467,0.00877043,0.08018451,-0.09592002,-0.07739460,0.01732640,-0.03516837,-0.00988709,-0.06323954,-0.00252522,0.08630931,0.02257471,-0.07085896,-0.07145235,0.00242494,0.06940037,-0.09211954,-0.00473175,0.14045931,0.02438942,0.00872558,0.01716138,-0.03979070,-0.03138711,0.01553976,0.05017308,0.11376633,0.05456943,0.17363711,-0.14430784,0.12140424,0.05764555,0.03533132,0.04847426"
-17.845,"0.03435118,0.02726044,0.12695657,-0.01738972,0.04685320,-0.05881159,0.20996422,-0.00933115,-0.02454539,0.07155009,-0.04950652,0.11555652,-0.05824669,-0.10837951,-0.03368762,-0.02448023,0.10483404,-0.00257001,-0.04534726,-0.11439861,-0.05269001,-0.02362676,0.05157902,0.03972475,-0.06606671,-0.04199079,0.02135821,0.03689310,0.02488508,-0.05452606,0.14492942,0.06940449,-0.12103273,0.07315239,-0.04038662,-0.00786724,0.11275801,-0.10491711,0.03943656,-0.00281093,0.01855490,0.06395105,-0.24283828,0.02218073,-0.17086281,-0.00660412,0.05629322,0.12870808,-0.14751829,0.06826214,0.02037117,0.48734859,-0.02256863,0.00633915,0.01053983,-0.06408613,0.00441770,0.11818194,0.05725229,0.14558284,-0.03329445,-0.13307422,0.02269412,-0.07686892,-0.01697114,0.07246847,-0.05632545,0.02406570,0.06527393,-0.03049914,0.06118618,0.10747221,0.10313814,0.07861301,0.02874744,0.01808964,0.02453581,0.01889861,0.05633606,-0.15066677,-0.03352363,-0.01617406,-0.06083883,0.01684158,-0.01155550,0.07409938,0.13377167,-0.11432131,-0.04933997,-0.04486819,0.04044867,0.03815199,-0.17076889,0.05661758,0.00725755,-0.04751099,0.02800256,0.12114134,-0.14524239,0.11198559,-0.01636572,-0.07446741,-0.01858401,-0.05884988,0.07802287,-0.02563271,-0.10049134,-0.12013379,0.04463949,0.06298182,-0.08379010,0.08745570,0.05539097,-0.02191354,-0.02654889,-0.03947002,-0.02580111,0.06640876,0.13431244,0.00054423,0.06955955,-0.01583856,-0.10335283,-0.05841630,-0.10166087,0.04236528,-0.00690844,0.00578722"
9.64米,"0.01860299,-0.01698203,-0.04933341,0.14016764,0.02246503,0.01380473,0.14469568,0.04107160,-0.00204904,-0.09015410,-0.01633862,0.01880631,0.03646441,0.02965285,-0.04209758,-0.11590276,-0.08077998,0.06422384,0.00488765,0.05220370,-0.00102458,-0.07850697,-0.05303038,0.06412947,0.02882407,-0.04283450,-0.02048221,-0.13474964,0.00359254,0.02485610,0.05888237,-0.01997601,-0.08854503,0.07949754,-0.03759904,0.00894432,0.14564113,-0.09742645,0.02718859,-0.11028513,0.00139505,0.06494363,-0.12587342,0.12764873,-0.13321537,0.04477021,0.07749664,0.15700707,-0.14414527,0.11242014,0.02839933,0.55453515,0.03771097,0.05014236,0.06211551,0.01440969,0.14215183,0.00457824,-0.09883774,0.06516369,0.04767783,-0.01147434,-0.01073956,0.00458446,0.02699428,0.09849962,0.00463773,-0.12110645,-0.10685068,-0.12934779,-0.01566466,0.09547296,0.07484311,0.06521261,0.02680599,-0.03686874,0.04474104,0.11632933,-0.00256195,-0.08045760,0.02063377,0.03080778,0.10181633,-0.11739330,-0.10500745,0.14545834,-0.01521661,-0.03685886,0.05996821,0.03925917,-0.00325383,0.08928310,-0.00553314,0.06824808,-0.06778310,0.07238744,-0.00830397,-0.04449582,-0.16675040,0.01938525,0.08362932,0.03100266,-0.01392553,-0.14150469,-0.03298363,-0.07921321,-0.13819994,-0.12425696,0.07801660,0.00265820,-0.14731026,-0.02813497,0.01654787,0.07656047,-0.00930484,0.00176563,-0.03337510,0.02438090,0.04787218,-0.02069593,0.04345312,0.01742246,-0.00536223,-0.10178379,-0.01588989,-0.07466215,-0.01887422,-0.03473654"
人民交通出版社,"-0.02026149,0.05079192,0.11444646,0.09175857,0.05359441,0.06431361,0.18297593,0.05222272,-0.02405775,0.09885576,0.01883180,0.01123354,0.00381642,0.03717841,0.04781107,0.04039013,0.04482492,0.01996466,-0.15838559,-0.08195629,-0.05627950,0.00014589,-0.09016793,0.08580106,0.01476431,-0.03620179,0.02856531,0.01971220,0.08683409,0.04920691,0.08946239,-0.14616054,-0.05762053,0.13188717,-0.13352114,-0.06830467,-0.07980777,-0.07058801,0.06592397,-0.04388790,-0.04230577,0.09760507,-0.06012269,-0.02488882,-0.12363528,0.07521705,0.15708512,0.00998649,-0.19320443,0.12762776,-0.00343929,0.49741864,-0.06795723,0.06575800,0.00695680,-0.05752211,0.05445247,0.00095891,-0.03757321,0.05682319,0.00092920,-0.02707194,0.08870891,-0.08775040,-0.02363090,-0.07117029,-0.01877383,0.04088118,-0.01927239,-0.03061676,0.07318936,0.11086449,0.04512817,0.05786778,0.07332259,-0.11064770,-0.01129217,0.01514471,0.03836679,-0.16297413,-0.15605454,-0.00971489,-0.01385656,-0.16701093,-0.01224212,-0.06396827,0.04841351,-0.18938883,0.08723592,-0.01597833,-0.07482915,-0.09991295,-0.00304557,-0.01092857,-0.02198048,-0.09144133,0.03248059,-0.10344451,-0.09638755,-0.01114513,0.02990485,0.01550071,0.01916045,-0.04863157,-0.05898556,-0.00781199,-0.01005619,-0.00105327,-0.12834105,0.15979390,-0.09811538,0.00795929,0.13554709,0.12426896,0.02645607,-0.08517786,0.07928889,-0.04055332,0.01736702,-0.03784120,0.08500929,-0.03144924,0.07135265,-0.02925175,0.02365365,-0.05447642,-0.03447766,-0.07576484"
2019年4月至2019年7月,"-0.07125561,0.06308758,0.07274557,0.05191450,-0.00754642,-0.12613411,0.05162200,0.17671229,0.00344358,-0.05325298,-0.01042278,-0.03588517,-0.01311340,-0.13478282,-0.05269983,0.09643216,-0.00671624,0.06449451,-0.02304333,-0.08725920,-0.08081998,0.09595664,-0.18573004,0.01079195,0.03440095,-0.02944870,0.06331166,-0.05674605,0.07921366,0.05561343,0.10006828,-0.09489664,-0.09056430,-0.01081973,-0.03263269,0.10858995,0.09589509,0.02452984,-0.04908251,0.11951128,0.13257265,0.19972844,0.10516665,-0.03058623,-0.10632934,0.12261805,0.00057557,0.01256908,-0.11982526,0.01620717,-0.00385511,0.33076337,-0.00556048,0.03674889,-0.01199688,0.07372758,0.02142338,0.10469108,-0.00116112,0.09561309,0.01023478,-0.10574321,0.00693068,0.04490269,0.01424683,0.01469760,-0.04981112,-0.12578775,0.11665036,-0.13241656,-0.01667283,0.15460505,0.09721723,-0.09533228,0.11538346,-0.13450618,0.05097096,-0.03631769,0.11457074,-0.21953917,-0.02375885,-0.01725259,-0.02718809,0.01039250,-0.13774508,0.03320442,-0.01364594,-0.08251555,0.03592762,0.03033229,-0.11651643,0.01219597,-0.08051048,-0.02356686,-0.03431414,0.09269866,0.07895318,-0.03109409,0.06922145,0.05655863,-0.10007490,-0.01683917,-0.00339765,-0.16419762,0.04945756,-0.01064685,0.16786884,0.10991259,0.07283662,0.08637825,0.00019667,0.01618551,0.18129870,0.11146569,0.02794833,0.07515033,0.08808220,0.07103124,0.00996058,0.01003770,-0.04655229,0.05823816,-0.01040360,-0.08055028,-0.10214040,-0.18195194,0.09947519,0.01216555"
2015年5月-2015年10月,"0.07594658,-0.00023232,0.06667777,-0.01880505,0.09578796,-0.07282478,0.07328521,0.03750980,-0.06779455,0.03763923,0.01475005,0.03823270,0.02011285,-0.06216804,-0.01984010,0.09394334,0.11349748,0.19786018,-0.09686850,-0.12528458,-0.13212462,0.06475770,-0.03129767,-0.00860890,-0.10017037,-0.02323883,-0.01421796,0.01877696,-0.08385913,0.06248413,0.13335781,-0.11292484,0.03952333,0.11851902,0.02301179,-0.00480083,0.09054389,0.06933286,-0.02921380,0.05700267,0.07870746,0.16109028,0.07228608,-0.02962623,-0.03323083,0.13747814,-0.10022795,0.00098043,-0.06689569,0.08450869,-0.11144591,0.45801407,0.08869958,0.02183586,-0.06786113,-0.02714294,0.04451066,0.00932777,0.07847473,0.09248190,-0.00044997,-0.13037942,-0.00015010,-0.08881906,0.17353669,0.08019821,-0.05784227,-0.12051035,-0.00500976,-0.09260403,-0.02431843,0.10174372,0.01740105,-0.04445176,0.09082081,0.02607130,0.04060050,-0.04802132,0.07172488,-0.17203392,-0.03278425,-0.04716108,0.08190180,0.02554344,-0.04125352,0.02023805,-0.01923477,-0.07210218,-0.04529678,0.00519987,-0.00632092,0.07142149,-0.13252364,-0.09623210,-0.05438729,-0.02066665,0.11507087,0.09239204,-0.01814967,0.01245265,-0.03601059,-0.09981059,0.05559444,-0.02818522,0.15278767,0.16308063,-0.03899110,0.08365919,-0.03734254,-0.06896931,-0.02522358,-0.00319646,0.12976150,0.13477841,0.06045050,-0.00602556,0.12982842,0.06423531,0.12953234,-0.01068461,0.08964885,0.14736032,-0.01442319,-0.06556112,-0.08991080,-0.01863457,-0.04549977,-0.01501469"
