entity_name,text_emb
南昌地铁2号线永叔路~丁公路南站区间联络通道,"-0.11128154,-0.00838582,-0.09471574,-0.00379514,0.07192821,-0.08628319,-0.05680658,0.05507634,-0.01304412,-0.04101437,0.00090411,0.06390330,-0.05611286,-0.05538417,0.00381761,0.01362574,0.04032152,0.05372376,-0.10800693,0.02095297,-0.03932734,0.02038038,-0.20206037,0.05980605,-0.05150130,-0.01028702,-0.04870614,0.06494540,0.01808916,-0.00020483,0.00830366,-0.00480561,-0.09678018,0.03913723,-0.07920200,0.04493371,0.05584723,-0.06626997,0.02151312,0.10599679,-0.11198460,-0.02019309,-0.07104000,-0.02324127,-0.11010339,0.00508454,0.00183040,0.09215390,-0.06301350,0.00181535,0.09462862,0.71421874,-0.04735373,0.10214579,-0.08953264,0.08510613,-0.00293458,0.01644070,-0.07455596,0.09095877,0.00649448,-0.05547436,-0.01170578,-0.06937606,0.01677978,-0.14547332,-0.01744491,-0.08472448,0.00094075,-0.01019697,0.06994765,0.06008507,-0.07902441,0.09281056,-0.01582198,-0.02116408,-0.07425857,0.04584120,0.03466145,-0.03380007,0.04171291,-0.07551940,0.06170639,-0.00827851,0.00387481,-0.00812462,-0.01563999,-0.12789220,0.02237619,-0.02753334,-0.06959185,0.00491585,0.02615063,0.04476848,0.02570344,0.08095533,0.05450193,-0.06674368,-0.03878297,-0.01270142,-0.02907614,-0.03909892,-0.19425485,0.00470854,-0.02215236,0.03809771,0.05867559,-0.02417982,0.04526889,0.07318129,-0.04928928,0.03048866,0.09021649,0.02950346,0.01073085,-0.02702183,-0.10719068,0.06982174,0.02567478,0.05440450,0.03570697,0.01797859,0.09398019,-0.05509340,0.00416653,-0.03859119,0.04056692,0.06597815"
上海地铁12号线24标内江路站~复兴岛站区间联络通道施工工程,"-0.06542927,-0.01199554,0.01111916,0.05051089,0.04975720,-0.08623791,0.05475603,0.06937733,-0.06540639,0.01342797,0.09979913,0.03565109,-0.09343518,0.01616167,0.13691464,-0.01445462,0.03569902,0.01557858,0.05453820,-0.11600190,0.05555857,0.03228997,-0.07209943,0.10766374,0.01417041,0.02358181,-0.03406272,-0.01401812,0.04250619,-0.05987757,-0.10460172,0.01675285,-0.06085300,0.13820374,-0.03604048,0.05518644,-0.01274139,-0.00785533,0.00578965,0.03820179,-0.02439526,-0.06613448,-0.10921563,-0.07121419,-0.07750787,-0.02553219,-0.05513420,-0.01317104,-0.04725772,0.13013472,-0.01200114,0.69499952,0.05069584,-0.03234575,-0.09877878,0.11473791,0.06887812,0.00439104,0.03126312,0.04271320,0.04634508,-0.10837497,0.00697356,-0.09160230,0.04797418,-0.06344337,-0.05424708,-0.05135255,-0.09476061,0.07079967,0.02112085,-0.02397191,-0.05006077,0.03874304,-0.02860864,-0.02686392,0.01706723,0.05605382,-0.02907330,-0.00964139,0.08763561,0.04621997,0.01956094,0.00513092,0.00157713,-0.04635397,-0.01582446,-0.09998780,-0.10074788,-0.07758632,-0.10941546,-0.04314630,0.00847593,-0.02255845,0.08282597,-0.00828888,0.08407497,0.04580066,-0.08152813,0.05043307,0.06688978,-0.05072460,-0.19870187,-0.03368803,0.08767240,0.08405848,0.07403241,-0.03824726,0.01283984,0.06481486,-0.05704274,-0.03347166,0.07430912,0.02672002,0.05564712,0.00057985,-0.05688826,0.08278759,0.09906329,0.00837297,0.06231360,0.02090212,0.14698455,-0.03595668,-0.03109416,-0.01066864,0.04742910,0.03436377"
佛山轨道交通2号线TJ1标4号联络通道,"-0.05701647,0.01816226,-0.04567980,-0.00890208,0.09641051,-0.01244441,0.08747958,0.02876686,0.00498729,0.05371664,0.03554588,0.05246941,0.02869427,-0.06237163,-0.00428194,0.02627660,0.02105452,0.02552973,-0.05690080,-0.03632124,-0.08181898,0.02001768,-0.17159604,0.04058032,-0.09779193,-0.09639652,-0.03081328,-0.05625720,0.03958473,0.05416145,-0.04924485,-0.05594129,-0.15218776,0.17256151,0.01782045,0.03963271,-0.04245253,-0.07530089,0.08907714,0.00519740,-0.08295958,-0.00660723,-0.08117963,0.07148381,-0.04440913,0.17577240,0.02154813,-0.01948151,-0.07459841,0.07917304,-0.01613405,0.63349658,-0.05480474,0.03866098,-0.10704218,0.01661595,0.04894167,-0.02493333,0.10381332,0.18915583,0.06014631,-0.10316926,0.12434224,-0.06566714,0.02779346,-0.13451912,0.02234942,0.00492537,-0.06385525,-0.03730287,0.13667195,-0.00028518,-0.08784178,0.04505698,0.03696903,-0.12350551,-0.00675869,-0.02663307,0.01131084,0.06541696,-0.06147284,-0.11306622,0.02314578,-0.06921203,-0.07107082,-0.02938450,-0.00714644,-0.07616722,-0.04288808,-0.04194130,0.02957715,-0.00679781,-0.04363411,-0.03319059,-0.04722742,0.05166125,0.11504178,-0.06943026,0.04172655,0.05772349,-0.01531513,-0.06633953,-0.13340299,-0.01949522,0.05057048,-0.00853187,0.04918369,0.02836648,-0.05153506,0.11363288,-0.06427965,-0.03685909,0.09225464,0.01959760,-0.01498650,0.08828866,-0.11825975,0.08675994,0.10969708,-0.02529573,0.04477019,0.01197470,-0.04225394,-0.02586352,-0.00814701,0.00541308,0.02682900,-0.02717588"
-15.591,"0.04230011,-0.01236583,0.02259757,-0.00397544,0.04568397,-0.01962276,0.16674438,-0.05125962,-0.06033434,0.08270452,-0.00637288,0.15832654,0.03740549,-0.03880578,0.00630039,0.00588930,0.08107362,0.02992874,-0.11252043,-0.08264335,-0.03924420,-0.00538814,-0.01407237,0.01944371,-0.05355793,-0.00978132,0.01504961,0.02400383,-0.00288812,-0.04697566,0.16254473,0.00663408,-0.09227284,-0.03100507,-0.05113839,0.02171597,0.07447890,-0.07960116,0.05182362,0.02151624,0.00133767,0.03642238,-0.19720516,0.07457237,-0.11453754,-0.04626731,0.02733730,0.08062061,-0.18236578,0.15443763,-0.02548323,0.58997041,-0.03344363,0.02995004,-0.00366647,-0.04839826,0.02247762,0.06339632,0.11677409,0.09418775,-0.06151793,-0.08954761,-0.03716659,-0.05841118,0.04078471,0.03381758,-0.07008592,0.07792778,-0.03471090,-0.02294676,0.00853158,0.06662000,0.14992441,-0.02276755,0.02977271,-0.00554538,0.05982899,0.03270239,0.06528666,-0.14124683,-0.02008528,-0.00484947,-0.04362099,0.03705797,-0.10183664,0.07040878,0.08722799,-0.09545681,-0.05791792,0.02189101,0.08587218,0.04798181,-0.11211503,-0.03105698,-0.07050968,-0.03847739,0.07598325,0.06803779,-0.09379952,0.12202413,-0.09071925,-0.06584656,0.01947684,-0.01996529,0.04634142,0.04715803,-0.12382837,-0.03824402,0.04848685,0.02559576,-0.11887786,0.00931871,0.03290263,0.01201825,0.01349224,0.00658679,-0.04511590,0.01260819,0.19382159,-0.01482890,0.13875923,0.00510973,-0.07809230,-0.07655836,-0.03832681,-0.04423317,-0.09831644,0.03401894"
郑州,"0.07181191,-0.07401334,0.17890888,0.05590881,0.00446442,-0.01577699,0.10147587,0.02992417,0.05789145,-0.01460566,-0.07908753,-0.09371315,0.00470092,0.05714519,0.00282019,-0.01298935,0.03951911,0.00162459,-0.18790092,-0.07181807,-0.01357682,-0.05248866,-0.17611450,-0.03065663,-0.10254061,0.09963515,-0.05645688,0.10026056,-0.03984354,0.02010140,0.06325943,0.08103425,-0.07428568,0.10278255,-0.08340432,-0.04276549,-0.03781639,-0.09634937,0.11972503,-0.02481707,-0.11227009,0.13715336,-0.07671530,0.04901306,-0.13085805,0.06090806,-0.05427418,0.03907573,-0.12247311,0.06294947,0.00476156,0.26672134,-0.01365032,0.03707471,0.00924632,0.09763952,-0.02009792,0.02592815,0.00749407,0.17506649,-0.05536729,-0.07472688,0.09135964,-0.09768698,-0.17487578,0.02135326,-0.03857718,-0.09455757,-0.13536809,-0.09689417,0.04991885,0.01799817,0.10035008,-0.03225182,-0.08426072,-0.04140887,0.07652713,0.10668813,0.10246953,-0.08882269,-0.05740806,-0.16103935,-0.03309338,0.03752013,0.06315329,-0.04634454,-0.02219998,-0.10815785,0.20172837,0.01107896,0.07384279,-0.00367911,-0.06006008,-0.12964615,-0.04797660,0.00405108,0.00627733,-0.21321541,-0.09758566,0.09759948,-0.10681158,0.02288356,-0.00273702,-0.06307359,0.07147498,-0.04761312,-0.15937243,0.05025203,-0.01380866,0.03993956,-0.06350566,0.10621686,0.00482470,0.11756844,-0.03266121,0.17774706,-0.06153717,-0.03391869,0.05779245,0.12588812,0.13701369,0.04166823,0.01731126,0.00181340,0.06444278,-0.07507945,-0.19419235,0.06273037"
南昌轨道交通集团,"-0.00774256,-0.02430173,0.01110082,0.05216062,0.11205072,-0.02998167,0.01721351,0.14417727,-0.02090123,-0.00931102,0.00226853,0.06524099,0.01640422,-0.02870655,0.14919367,-0.00646477,0.06495583,0.03513530,0.02029236,-0.04373724,-0.08601242,0.04131055,-0.24114949,0.13972861,-0.00617452,0.07521342,0.00780051,0.02707104,0.01405053,-0.04503184,-0.03223858,-0.06600188,-0.10695717,0.06738091,-0.04881462,-0.02160806,0.09556982,-0.13273939,0.19289397,0.08019117,-0.01383300,-0.02226021,-0.15660782,0.03604698,-0.14682551,0.02123995,-0.01489974,0.15430656,-0.14564298,0.06417804,0.05308293,0.36268944,0.04306057,0.03329991,-0.09124030,0.08650081,0.07544948,0.00232899,-0.07259240,0.08825381,-0.02054488,0.10669523,0.02386743,-0.06831785,0.02403628,-0.02218283,0.01581264,-0.02377637,-0.06530169,-0.02005902,0.12660693,0.14732774,-0.12278935,0.07717732,-0.06997000,-0.04398531,0.02536913,0.06117077,-0.03281913,0.04029512,0.01558182,-0.14942290,0.12130553,-0.08856924,-0.05927351,-0.08078097,0.05391605,-0.10562472,0.10411074,-0.08294226,-0.04632435,0.01870216,-0.03259344,-0.02308136,0.16482094,0.02024350,0.07082070,-0.16145194,-0.04263673,0.00051401,-0.07321755,-0.03421747,-0.12721932,0.02514899,0.08691501,0.01555339,-0.13318267,-0.13412927,0.01762553,0.06854837,-0.13976927,0.02838610,0.11005706,-0.01704941,0.10514688,-0.03119441,-0.09000114,0.10878638,0.01116836,0.07516854,0.02883490,0.08484122,0.19985950,-0.07229795,0.04444942,-0.08084723,-0.07837450,0.09003650"
44.451米,"-0.00782180,0.08023791,-0.10068297,0.05126747,0.07596206,-0.06081393,0.08166135,-0.06631330,0.03547290,-0.03643058,0.08595675,-0.00572979,0.00005583,0.03412544,-0.11953807,-0.09693629,-0.05883239,0.07731910,-0.13896225,0.08159336,-0.12614752,0.02134411,-0.04196878,0.06081016,-0.12021311,-0.02330178,-0.13953698,-0.14981553,0.01942123,0.01950973,-0.06958827,-0.00257831,0.01881903,0.02597436,-0.09566253,0.04764958,0.05030528,-0.00063883,0.03720016,-0.00619144,-0.02713571,0.09607981,-0.02819112,-0.04676859,-0.06072864,0.12232558,-0.00402874,0.08140312,-0.02295926,-0.00502805,0.01496605,0.53770989,0.16009608,0.04566541,0.01385287,-0.03089076,0.14447065,-0.14767429,-0.12424882,0.05941888,0.05073129,-0.05033975,0.00135173,-0.01850994,0.05261190,0.09724171,0.09177420,-0.13927525,-0.05296525,-0.12562881,-0.02155899,0.05880132,0.03102561,0.00066665,-0.03525604,-0.08793738,-0.00425997,-0.00770048,0.06119321,-0.16147600,0.05238089,-0.03257830,-0.03962932,-0.09181969,-0.04095629,0.04981354,0.07189576,-0.06567509,-0.05493653,0.17426617,-0.10333186,-0.03480174,0.01138620,0.01639353,0.01025813,-0.00211464,0.01734554,-0.10771082,-0.14028743,-0.03173286,0.05388573,0.00673231,0.02106175,-0.20736590,0.05812695,-0.05945276,0.01821575,0.00578307,0.02867816,0.07170898,-0.13982920,-0.04241098,-0.01021666,0.14885139,-0.05080761,0.06069063,-0.04078179,0.16745842,0.06568984,-0.07850081,0.00848532,0.06001166,-0.00481495,-0.05289016,-0.01977832,-0.01581141,-0.00018903,-0.00553769"
南京地铁4号线TA04标九华山站～岗子村站2号联络通道工程,"-0.03633225,-0.00740207,-0.10095508,-0.00167806,0.07826348,-0.04894247,0.08247614,0.00960231,-0.02154468,-0.00839127,-0.04973746,0.06642901,-0.06398503,-0.00278945,-0.05225383,0.02424970,0.04310913,0.06948471,-0.02052563,0.01878515,-0.00956190,0.02077596,-0.16749525,0.05082674,-0.05952787,-0.07215040,-0.04927954,0.02448182,-0.00743016,0.04513859,0.00535596,-0.03638088,-0.06257698,0.13709959,0.02785882,0.08335718,0.04447960,-0.10077602,0.05875467,0.00063290,-0.04990706,-0.03462147,-0.13815568,0.03428049,-0.06605541,0.04990877,0.01326400,-0.04804584,-0.05215535,0.12505291,0.02431070,0.70470232,0.02972072,0.02196366,-0.10725587,0.03609985,0.03133355,0.00967311,0.00112486,0.08756872,-0.00092815,-0.08133250,-0.00459890,-0.11151674,0.10154491,-0.08308374,-0.00769766,-0.03479564,0.04442354,-0.00202021,0.07763550,-0.01334187,-0.07869048,0.00259591,0.05347022,-0.12181964,-0.03709035,0.09257443,-0.03941412,-0.01718149,0.02553106,-0.07044408,0.07655381,-0.05208940,-0.02508753,-0.02330788,0.01625606,-0.05462770,-0.02248727,-0.09669761,0.00017158,0.01969404,0.04882796,0.02616745,0.01664169,0.01888392,0.03907548,-0.07932783,0.00812583,0.00365776,0.00052056,-0.01563206,-0.19792326,-0.14640626,0.01381543,0.02493932,0.16358429,-0.05149152,0.05938485,0.09250309,-0.07960937,-0.03290099,0.07160704,0.06516588,-0.03243795,0.02992494,-0.10195360,0.12937701,0.04082658,0.02587523,0.07284216,0.04349732,0.02483382,-0.01600502,-0.04278884,-0.03220316,0.01946958,-0.04435308"
中铁七局集团第三工程有限公司,"0.06201950,0.09280047,0.09040943,0.01787390,0.08571862,-0.11090644,0.09839152,0.06760191,-0.09459445,0.00910015,-0.01590754,0.13025300,0.04646109,0.01310956,0.08428152,-0.09124549,-0.00606353,-0.04924797,-0.06531651,-0.00570161,0.01243518,-0.01347758,-0.11984847,-0.01723632,0.02660647,0.07224235,-0.01943145,0.05865753,-0.02828897,-0.00039631,-0.00700334,-0.04358275,-0.14541578,0.01746815,-0.10287511,0.04631111,0.11112616,0.05754612,0.08203483,0.00387630,0.03792635,0.08226431,-0.08977968,-0.05382241,-0.11818346,0.09983688,0.05420085,0.10937493,-0.10412611,0.03274766,0.03105389,0.61930245,-0.01561009,0.05399061,-0.00507736,0.09344979,-0.00353660,0.08785092,-0.01056295,-0.09758625,0.03414842,-0.03103715,0.10932031,-0.02069496,0.06005770,-0.04441786,-0.04735420,-0.01029416,-0.03773835,-0.06209067,-0.02073121,0.08901352,-0.08429635,0.02474683,0.05088276,-0.03346332,0.01344849,0.00643945,-0.06107060,-0.10126458,0.03012351,-0.06637636,0.12411427,-0.15927228,-0.07188927,-0.10745151,0.12046596,-0.13741499,0.11943102,-0.05391190,0.04746797,-0.00722806,-0.02869209,-0.03364879,0.03517691,0.03704050,0.05452770,-0.06235902,-0.11122395,-0.00734741,-0.01686794,-0.00355753,-0.04166700,0.00906582,0.02825146,0.04025901,-0.08643194,0.00347483,0.06770684,0.08426961,-0.04179674,-0.02775308,0.04574684,0.07582556,0.05059463,-0.03347410,-0.05675870,0.05043497,-0.03098669,0.08440168,0.14421150,-0.01479234,0.04819507,-0.17339040,0.08111405,0.07742626,-0.08561978,0.02202058"
常州轨道交通1号线新区公园~黄河路站区间1号联络通道,"-0.03513203,-0.06998426,0.03880481,-0.06385428,0.09447482,-0.05962554,0.06659921,0.01846888,-0.03615573,0.03778361,0.06579921,0.07542269,-0.00860963,0.03588740,0.04436556,-0.03429229,0.04268616,0.09934954,-0.02694432,-0.08131263,-0.01544182,0.04666493,-0.21010824,0.04467245,-0.02161611,0.02773135,-0.06287392,-0.00572126,-0.02558810,0.00895536,0.02771266,-0.00102746,-0.10742150,0.14523844,-0.11894161,-0.03312486,-0.01743006,-0.06737196,0.08846010,0.02048462,-0.14057465,0.07807810,-0.14481167,-0.03088465,-0.10304984,0.04834479,-0.01318774,0.03148770,-0.05141687,0.04251544,-0.02017993,0.68092918,-0.04317576,0.01532267,-0.11269596,0.03112409,0.02711544,-0.04698763,-0.01747943,0.19864674,-0.00053241,-0.05135651,0.00293883,-0.08463528,0.00475591,-0.11964936,0.05145771,-0.02222358,-0.00196515,-0.00267256,0.04746075,0.01490468,-0.08428153,0.08369383,0.01369874,0.03014121,0.07040240,0.06430447,0.01690453,-0.05177799,-0.03524608,-0.16305406,0.03141223,-0.00216938,0.02872509,-0.10455046,0.01182475,-0.06276566,0.00077126,-0.07206813,-0.04291746,-0.03785870,0.00839622,-0.01576671,0.01168053,0.04561329,0.04700937,-0.01281247,-0.06890286,0.06268387,-0.02173620,-0.04062844,-0.14535160,-0.05191010,-0.01278697,0.07149839,0.09221858,-0.00297841,-0.06152958,0.11733722,-0.01115372,-0.02521746,0.09392644,0.01156241,-0.00005846,0.10565289,-0.05274410,0.05585448,0.06846645,0.03366030,0.08068913,0.03640413,0.02388822,-0.03028198,-0.02766554,-0.00036531,-0.04012044,0.06517471"
中央风井~金海路站区间,"0.02969232,0.05878998,0.00684088,0.04058388,0.08437009,-0.10557369,0.04541922,0.01161833,-0.08645701,-0.02677975,-0.04267108,0.01264115,0.01898647,0.06061295,-0.05007010,-0.06066860,0.04850486,0.02162815,-0.00649912,0.04048593,0.08441108,0.02851635,-0.08976807,0.10276490,-0.02664088,0.04397684,-0.11058479,0.00445162,-0.03052894,0.04792465,0.00728922,-0.01519134,-0.07982015,0.17415386,-0.01498529,-0.01652527,0.02040487,-0.02310311,0.09371794,0.11325846,-0.06515338,0.06135622,-0.13246609,-0.05046536,-0.11015670,0.02926007,0.02325378,-0.00046932,-0.07734472,0.09360745,0.03934321,0.70460296,-0.00053637,0.07169715,-0.04645303,0.10594293,0.04592739,0.04135959,0.04970875,0.03510564,0.01360055,-0.09711917,-0.03143425,-0.03697616,-0.01806857,-0.12063195,-0.11729939,0.03388974,-0.02827500,-0.07700315,0.03840554,0.06597587,0.05010217,0.05309958,0.05613990,-0.03073053,0.01473613,0.07200334,-0.03384552,-0.05186845,0.12501989,0.03398688,0.09547090,0.00818010,0.04350626,-0.11174853,0.01314274,-0.16111910,0.08789086,-0.12344168,-0.05501780,0.00689010,-0.00733625,-0.03517971,0.04121480,-0.05626247,0.05547984,-0.07875817,-0.00144155,0.13462590,0.01199901,0.02455281,-0.11534006,0.03255532,0.05617981,-0.03656109,0.00011363,0.03149856,0.01100297,0.02989699,-0.00649618,0.11075501,0.10082769,0.01837160,0.01196808,-0.03421438,0.00626345,-0.04420639,0.07272518,-0.00608151,0.01698566,-0.01784650,0.02441207,-0.03416486,-0.05612779,-0.00012511,0.04904540,0.05839299"
郑州轨道交通5号线花园路~文化路区间联络通道,"-0.07021777,-0.06555154,-0.00483542,0.00977524,0.03500339,-0.01696817,0.08575009,0.00125366,0.00383942,0.02374669,-0.00198286,0.00399035,0.00207547,-0.00590176,-0.06313002,0.08995855,0.01607640,0.14211220,-0.02484602,-0.12441804,-0.10641575,0.01831434,-0.21983583,0.05687463,-0.07023789,0.07180274,-0.03970459,0.04125500,-0.00960890,-0.03240562,0.02882094,0.03932741,-0.13518809,0.09524477,-0.04571328,-0.01706153,-0.00359574,-0.10885513,0.12027906,0.05710939,-0.08748897,0.13574761,-0.02082205,0.04309014,-0.12474222,0.06601423,0.01787917,-0.02634008,-0.02048014,-0.00514233,0.00638771,0.57384008,0.03323241,-0.02923933,-0.07000005,0.06734955,-0.01593264,0.00746596,-0.00101365,0.28837913,-0.06648906,-0.04421661,0.01740220,-0.02709115,-0.01224204,-0.12443259,0.02966015,-0.06281541,-0.03623701,-0.04988176,0.10964681,0.00206043,0.00975429,0.10587618,-0.02135623,-0.04936471,0.10562357,0.07235020,0.08888707,-0.00940008,-0.09669621,-0.14136903,0.10526799,0.02915161,0.05139964,-0.12304506,0.00852567,-0.05702506,0.04159268,-0.00099668,-0.06340429,-0.04639830,0.01560504,-0.01714686,0.04160329,0.14215837,0.09145344,-0.03481491,-0.02951840,0.07866161,-0.01876311,-0.08338371,-0.09423242,-0.02490911,-0.02881421,0.11337422,-0.02289591,0.01161816,-0.02489162,0.16450877,-0.03902664,0.05450414,0.08360531,0.05291010,0.01526741,0.11756252,-0.10126760,0.05560132,0.04248645,0.04809788,0.04582228,0.00942798,-0.02067109,-0.01132443,-0.08295789,-0.08507586,-0.00555974,0.07709523"
上海地铁14号线世博~长青联络通道,"-0.06862828,0.07839855,0.01517344,0.03235286,0.02472358,0.01571788,0.09095360,0.08080138,-0.05030307,0.09534823,0.06480690,0.13421278,0.00338237,-0.04330331,0.04216502,-0.00263001,0.13034534,0.03404340,0.04270989,-0.05313471,-0.03172901,0.13323474,-0.06644258,0.08824535,-0.01219367,0.02525165,-0.04485234,0.05107715,-0.00916984,-0.03651972,-0.01223504,-0.03427174,-0.15533987,0.00700540,-0.00605885,0.02784560,0.05520713,-0.03644678,0.08535682,-0.01685706,-0.04340156,0.05478541,-0.15072428,-0.09497258,-0.08448042,-0.02048117,0.09482200,-0.04167840,-0.17035842,0.02703355,0.07846823,0.61552614,-0.04265132,0.10177331,0.00569769,0.05854505,0.07292693,0.01676068,0.01432796,0.17893688,-0.14025930,-0.03772398,-0.01145860,0.01434480,0.03348113,-0.12085715,-0.02813761,-0.18617861,-0.07371117,-0.05647032,-0.04675261,0.02791252,-0.01212385,0.04112934,0.00002362,-0.07173375,0.04625504,0.04199471,0.03838650,-0.05096650,-0.07029536,-0.11437819,0.00401587,-0.00399943,-0.04565152,-0.08748844,0.08085079,-0.09685255,-0.05570653,0.02909256,-0.08572430,-0.01372938,-0.06345006,-0.02418342,-0.05220122,-0.02577196,0.11206429,-0.03331370,-0.04321327,0.00532588,0.09629235,-0.01255984,-0.13076802,-0.05930503,0.09753440,0.04274544,0.02919609,0.05224105,-0.08800802,0.05118044,-0.04689466,-0.00346393,0.14535084,0.13467045,0.05331862,0.01055710,-0.11676420,0.07406634,-0.03703607,0.02168576,0.05017063,-0.07394248,0.03859433,-0.01188987,-0.01283302,0.00222040,-0.01769235,0.06295741"
上海隧道股份,"0.03042639,0.07494193,0.11359005,0.03113956,0.04533233,-0.12927569,0.03098408,0.15771644,-0.03163708,-0.00989057,0.05443554,0.11135650,0.00865114,-0.00583836,0.16120571,-0.05614759,0.10398682,-0.02256574,-0.09802207,0.03070773,0.00468580,0.04854999,-0.09376504,0.05456125,0.01393405,-0.02236231,-0.02545859,-0.00723312,-0.00891038,-0.08063678,-0.01583613,0.04344631,-0.10784762,0.06553880,-0.04031079,0.06923312,0.11101045,0.03763654,0.11734328,0.02882140,-0.03621633,0.04462250,-0.08625133,0.01635928,-0.20823441,0.01774410,-0.03501453,0.06969540,0.01089757,0.07007242,0.00928311,0.53810608,-0.03148020,0.17194746,-0.04868418,-0.09814619,0.13039391,0.02742205,0.06417467,-0.08335646,-0.05983656,-0.05985002,0.06179490,-0.02439889,-0.00612919,0.05454065,-0.08894618,-0.13320209,-0.05156714,-0.07959348,0.07792892,0.14203271,0.01606027,0.02615599,-0.02806558,-0.11122707,0.01927747,0.02665371,0.04078623,-0.06977620,-0.00387511,-0.05350377,0.07318140,-0.04899387,0.00249017,-0.10453314,0.09152140,-0.11417137,-0.07193527,-0.12686820,-0.10121235,-0.00595761,0.01855742,0.01123997,0.03777894,-0.03241630,0.14630972,-0.02930535,0.01456152,-0.00116287,0.07195009,0.01742348,-0.09692745,0.02360168,0.05028209,0.01155849,0.09392674,0.02217422,-0.03458492,0.12611185,-0.14546636,0.07439451,0.08925992,0.15765503,-0.03654125,0.01580521,0.00757258,0.06324002,-0.02199044,-0.02652734,0.06895425,0.02802795,0.18636334,-0.06372136,0.06219415,0.04875989,-0.04824927,0.06865441"
中铁十四局集团隧道工程有限公司,"0.02735978,0.10010658,-0.00166891,0.00045404,0.06275687,-0.15060666,0.08765818,0.08757396,0.00338600,0.02866464,-0.01805499,0.12215819,-0.02066051,-0.10415511,0.02709979,-0.08377632,0.01032537,-0.03119883,-0.05237162,0.02773514,-0.05820839,-0.00433907,-0.12032170,0.06775257,-0.06080683,0.03573856,0.05373090,-0.05151736,0.00220860,-0.00466818,-0.00627027,-0.01321069,-0.08764594,0.01590428,-0.05047181,0.04922011,0.04435753,0.11095630,0.11101068,0.05868479,0.02133675,0.05508082,-0.07991368,0.10800293,-0.01843012,0.03650609,-0.01136127,0.12167302,0.03075764,0.10648367,-0.00818896,0.58566844,0.03085127,0.02725250,0.00790829,0.15116833,0.05030548,0.05430299,0.07587694,0.00202520,0.08499321,-0.07344691,0.05172541,-0.00427143,0.10772779,-0.07531566,-0.00435969,-0.04762741,-0.05398972,-0.06521383,-0.02360734,-0.02241938,-0.02329944,-0.04150949,0.07099224,-0.13432615,0.07010351,0.14678726,-0.02632401,-0.10451578,0.07202816,-0.10610568,0.14216341,-0.15644325,-0.00254064,-0.14022529,0.09295230,-0.09458386,-0.04458860,0.00549079,-0.08227638,0.00114844,0.00456164,-0.08610144,-0.00221300,0.12791255,0.09336930,-0.14572555,0.00521258,-0.03449021,0.02556417,-0.04182510,-0.04666470,-0.08252066,0.03153479,0.07298254,0.03596166,0.04033609,-0.00412182,0.07456893,-0.12437606,0.07549476,0.08158026,0.11494024,-0.01996070,0.07740112,0.05924310,0.02325987,0.02984343,-0.01231097,0.01286179,-0.04113816,0.14085868,-0.12454610,0.08633350,0.09844906,-0.00230746,0.01571869"
上海浦东国际机场三期扩建工程S1卫星厅站~T4预留站区间3号联络通道,"-0.00919227,-0.01820230,0.00148525,-0.04006529,-0.03798513,-0.05481958,0.00941576,0.01617054,-0.04849149,0.07117628,0.01416824,0.11734708,0.03029752,0.04397233,0.03116124,0.01102776,0.05885513,0.08225539,-0.05204467,-0.02861986,0.01055037,0.03066188,-0.06351246,0.00480739,-0.03903966,-0.02270882,-0.09780978,0.08409012,-0.05479695,-0.01341482,-0.06176328,-0.05851194,-0.08511718,0.13536271,-0.01728997,0.05417100,0.02684362,0.07165799,0.05875022,0.03232500,0.00174561,0.02166994,-0.02344706,-0.04552855,-0.02038627,0.03610538,0.01805570,-0.03682438,-0.03742791,0.05332174,0.01818143,0.81964523,0.00635422,0.05624368,-0.03051903,0.06751475,0.05307632,0.03584062,-0.01193486,0.02225526,-0.01378643,-0.01518330,-0.00863005,-0.05793763,0.04367650,-0.08778618,-0.01640970,-0.06875555,-0.00053174,-0.02581263,-0.01620109,0.03517818,-0.11244722,0.00969647,0.00247349,-0.02675389,-0.01989075,-0.01646303,-0.00663657,-0.08892037,0.05126998,-0.03417961,-0.02499415,-0.06040782,-0.05317991,-0.05261050,0.05051401,-0.08298781,-0.01066421,-0.07625271,-0.05715772,-0.05677052,-0.03236957,0.03313263,-0.02785481,0.01443721,0.12881124,-0.06554399,-0.02585780,0.10141855,0.00340570,-0.00989238,-0.07913938,-0.05557878,0.04627607,0.04971628,0.01943869,0.00055649,-0.07437921,0.04164583,0.03326174,0.01887186,0.01995247,0.05270958,0.03534988,-0.01061186,-0.06151661,0.11454799,0.07457808,0.04799679,0.09021591,0.07884754,0.01450315,-0.03022050,0.00965460,-0.05543628,0.00152754,-0.00792507"
